key,left_leg24,centre_leg24,right_leg24,far_right_leg24,left_leg22,centre_leg22,right_leg22,far_right_leg22,left_leg17,centre_leg17,right_leg17,far_right_leg17,left_pres22,centre_pres22,right_pres22,far_right_pres22,left_euro24,centre_euro24,right_euro24,far_right_euro24,winner_t2_24,proj_left,proj_rn,margin_left,scenario
8601,42.22,28.85,0.0,28.93,3.98,41.54,0.0,20.14,32.92,42.29,11.7,11.8,24.49,0.0,0.0,0.0,40.46,15.76,6.26,31.27,LEFT,59.5,33.3,26.2,bastion_gauche
8602,39.44,33.21,2.92,24.42,5.66,36.83,0.0,18.98,30.55,41.75,15.41,9.28,25.91,0.0,0.0,0.0,44.05,16.72,6.62,27.05,CENTRE,60.2,30.5,29.7,bastion_gauche
8603,28.99,30.18,0.0,40.82,14.24,20.75,16.87,26.43,22.49,39.98,21.73,14.68,18.48,0.0,0.0,0.0,28.68,14.41,6.36,41.23,CENTRE,47.1,45.3,1.8,bascule_possible
8604,22.56,34.8,0.0,42.64,1.81,37.62,0.0,34.51,29.68,49.75,0.0,17.29,18.19,0.0,0.0,0.0,26.14,14.98,6.46,45.18,CENTRE,43.4,47.9,-4.5,rn_resistant
8701,38.33,26.99,0.0,34.68,0.0,28.02,10.64,22.69,37.91,36.52,13.22,11.85,24.06,0.0,0.0,0.0,39.17,12.58,5.83,35.72,LEFT,54.5,38.7,15.8,bastion_gauche
8702,38.69,24.45,0.0,36.86,3.0,27.17,7.67,23.54,39.66,46.82,1.4,11.59,20.71,0.0,0.0,0.0,34.87,12.88,6.68,37.44,LEFT,53.4,40.5,12.9,bascule_probable
8703,36.62,26.65,0.0,36.73,0.0,29.64,11.99,23.77,33.39,37.65,16.07,11.52,21.67,0.0,0.0,0.0,36.22,13.86,6.11,36.61,LEFT,52.6,40.7,11.9,bascule_probable
8801,18.98,0.0,42.85,38.17,1.92,15.24,37.21,25.09,20.28,31.93,26.81,18.16,17.94,0.0,0.0,0.0,26.5,13.93,7.93,45.63,RIGHT,31.0,54.5,-23.5,bastion_rn
8802,16.5,32.8,2.54,48.16,3.29,30.12,13.85,33.36,19.36,28.22,29.17,20.72,16.22,0.0,0.0,0.0,23.35,11.9,5.78,52.43,FAR_RIGHT,36.9,54.0,-17.1,bastion_rn
8803,18.24,0.0,48.33,33.43,0.0,11.72,47.2,21.75,24.25,26.97,29.05,16.9,17.9,0.0,0.0,0.0,27.56,14.35,7.65,43.34,RIGHT,31.8,51.8,-20.0,bastion_rn
8804,17.6,1.21,31.91,49.27,19.41,13.74,21.5,28.45,34.12,17.34,27.96,18.96,15.09,0.0,0.0,0.0,20.63,12.62,8.3,51.6,FAR_RIGHT,27.3,61.6,-34.3,bastion_rn
8901,26.63,17.49,14.4,41.47,1.66,19.5,22.61,30.11,18.2,33.76,29.01,17.2,19.01,0.0,0.0,0.0,29.21,13.57,7.29,43.31,FAR_RIGHT,41.2,49.6,-8.4,bastion_rn
8902,22.95,29.33,0.0,47.72,4.9,29.22,5.79,37.31,21.87,52.52,2.66,21.79,17.87,0.0,0.0,0.0,24.88,12.71,6.75,48.23,FAR_RIGHT,40.5,52.1,-11.6,bastion_rn
8903,27.07,17.51,3.99,51.44,4.78,23.91,10.83,40.04,20.09,28.65,22.45,27.42,18.81,0.0,0.0,0.0,24.53,11.51,5.68,51.8,T1_WIN,38.7,55.6,-16.9,bastion_rn
9001,23.92,11.27,23.99,40.82,1.75,20.55,28.13,26.93,23.76,31.83,23.7,17.5,19.86,0.0,0.0,0.0,27.89,12.7,8.44,44.93,RIGHT,37.4,51.6,-14.2,bastion_rn
9002,29.61,15.27,17.27,37.86,0.0,34.69,11.12,25.45,26.55,53.45,0.0,17.57,23.69,0.0,0.0,0.0,32.55,12.85,6.84,42.05,FAR_RIGHT,43.6,46.7,-3.1,rn_resistant
9101,48.41,0.0,0.0,23.64,5.85,22.54,9.91,18.48,53.92,0.0,26.67,12.6,43.82,0.0,0.0,0.0,50.52,11.13,4.16,28.76,LEFT,48.4,23.6,24.8,bastion_gauche
9102,32.53,22.09,3.36,42.01,4.03,35.22,6.09,29.03,19.81,29.88,30.82,17.16,21.95,0.0,0.0,0.0,31.09,12.9,6.05,43.79,FAR_RIGHT,46.7,46.6,0.1,rn_resistant
9103,31.97,29.9,0.0,34.38,8.27,25.65,10.53,23.72,28.64,46.63,10.82,12.6,23.77,0.0,0.0,0.0,36.48,14.66,6.69,36.38,LEFT,49.9,38.9,11.0,bascule_probable
9104,31.99,33.91,0.0,32.75,3.01,34.14,10.26,21.34,23.08,35.31,27.44,11.13,22.09,0.0,0.0,0.0,37.38,16.5,7.37,33.72,CENTRE,52.3,37.8,14.5,bascule_probable
9105,41.09,32.48,9.92,16.51,0.69,30.53,16.85,12.38,27.07,47.46,16.82,6.69,25.38,0.0,0.0,0.0,45.85,21.1,9.11,19.62,CENTRE,63.4,25.2,38.2,bastion_gauche
9106,62.77,0.0,14.5,22.73,3.39,31.46,9.61,15.93,32.67,52.54,0.6,9.83,31.15,0.0,0.0,0.0,49.27,15.43,6.51,24.44,LEFT,66.8,28.2,38.6,bastion_gauche
9107,40.83,30.07,1.49,26.31,5.51,32.49,6.32,19.55,29.24,30.99,24.79,14.01,32.88,0.0,0.0,0.0,44.68,12.34,6.23,31.67,LEFT,59.3,31.4,27.9,bastion_gauche
9108,38.65,0.44,27.38,32.96,0.0,22.39,10.03,33.34,20.35,41.76,0.0,34.04,28.35,0.0,0.0,0.0,41.97,13.81,7.11,31.45,LEFT,46.6,43.4,3.2,bascule_possible
9109,39.22,27.11,0.0,30.12,2.36,39.15,0.0,24.13,32.24,35.1,17.04,13.81,29.87,0.0,0.0,0.0,41.03,14.11,6.41,33.39,LEFT,55.5,34.2,21.3,bastion_gauche
9110,47.33,18.9,6.03,26.9,5.7,26.21,9.89,19.11,44.47,40.81,0.0,13.74,35.53,0.0,0.0,0.0,46.63,11.56,5.4,31.48,LEFT,60.4,32.0,28.4,bastion_gauche
9201,66.27,15.03,4.33,14.36,4.93,20.17,4.71,11.87,45.35,29.62,12.04,9.11,53.94,0.0,0.0,0.0,64.74,8.6,3.96,17.94,T1_WIN,76.5,18.3,58.2,bastion_gauche
9202,40.22,3.95,41.59,14.25,6.71,28.03,27.6,8.64,21.05,47.01,24.83,5.32,28.5,0.0,0.0,0.0,48.67,19.23,11.53,16.94,RIGHT,54.2,30.6,23.6,bastion_gauche
9203,32.05,0.0,52.09,15.86,1.7,32.4,31.14,10.31,16.84,46.59,28.36,4.86,20.96,0.0,0.0,0.0,40.41,20.81,13.94,21.09,T1_WIN,46.6,35.7,10.9,bascule_probable
9204,53.72,29.62,0.0,16.66,8.71,36.96,0.0,14.44,32.26,43.52,14.13,7.06,37.7,0.0,0.0,0.0,53.37,15.62,8.11,18.51,LEFT,71.5,21.1,50.4,bastion_gauche
9205,37.17,33.67,12.71,15.47,4.4,34.53,19.26,11.33,22.88,41.69,29.41,4.27,27.2,0.0,0.0,0.0,43.52,17.64,14.01,21.53,CENTRE,60.9,25.4,35.5,bastion_gauche
9206,19.89,40.19,19.9,20.03,2.2,49.41,15.59,16.4,11.7,41.92,38.42,4.98,14.9,0.0,0.0,0.0,27.71,21.91,20.3,26.67,CENTRE,49.6,33.6,16.0,bastion_gauche
9207,26.27,53.2,0.0,20.53,4.08,41.91,18.11,14.28,13.37,48.48,28.41,5.6,17.1,0.0,0.0,0.0,34.67,24.49,15.74,21.86,T1_WIN,58.2,28.5,29.7,bastion_gauche
9208,33.28,39.91,9.76,16.94,6.48,40.12,15.67,12.43,16.88,48.03,26.79,4.58,20.4,0.0,0.0,0.0,40.5,22.73,13.6,19.28,CENTRE,60.0,26.6,33.4,bastion_gauche
9209,21.87,47.05,15.36,15.72,3.6,29.3,37.2,11.5,17.73,0.0,75.93,3.21,14.0,0.0,0.0,0.0,31.02,24.32,19.61,21.76,CENTRE,54.4,28.6,25.8,bastion_gauche
9210,36.38,43.85,5.08,14.51,5.13,48.06,0.0,14.05,21.46,64.62,0.99,4.26,24.39,0.0,0.0,0.0,45.67,21.0,10.99,18.44,CENTRE,64.1,23.0,41.1,bastion_gauche
9211,53.32,32.2,0.0,14.48,2.42,36.11,0.0,12.61,41.28,48.77,1.24,5.67,36.94,0.0,0.0,0.0,59.4,14.12,5.95,16.45,T1_WIN,72.6,19.3,53.3,bastion_gauche
9212,42.25,0.0,39.43,18.32,4.83,36.73,13.1,13.62,24.94,40.75,25.51,5.69,25.56,0.0,0.0,0.0,45.84,17.63,9.31,22.26,RIGHT,53.3,33.3,20.0,bastion_gauche
9213,38.36,40.3,5.5,15.84,5.64,49.33,4.88,11.03,23.2,45.39,26.04,4.21,25.14,0.0,0.0,0.0,45.42,20.89,10.65,18.95,CENTRE,64.1,24.0,40.1,bastion_gauche
9301,69.21,14.79,4.37,11.49,12.63,19.92,2.43,9.74,42.79,31.89,12.67,5.93,55.51,0.0,0.0,0.0,70.02,8.22,3.41,14.54,T1_WIN,79.3,15.4,63.9,bastion_gauche
9302,78.16,7.43,2.6,11.81,8.0,12.56,3.53,10.52,57.66,20.69,6.78,8.54,62.17,0.0,0.0,0.0,74.38,5.44,1.9,15.25,T1_WIN,83.3,13.9,69.4,bastion_gauche
9303,42.59,21.57,13.78,21.28,8.83,25.49,8.43,17.15,34.13,39.68,12.25,12.17,35.37,0.0,0.0,0.0,49.6,13.42,5.85,26.4,LEFT,59.4,29.8,29.6,bastion_gauche
9304,69.76,6.86,5.64,16.49,23.87,9.88,4.8,14.34,44.52,25.2,17.52,10.35,58.42,0.0,0.0,0.0,64.97,5.7,2.73,22.33,LEFT,75.5,19.7,55.8,bastion_gauche
9305,58.04,24.56,0.0,17.4,4.54,43.17,0.0,11.99,29.93,56.02,0.0,10.16,51.02,0.0,0.0,0.0,59.01,7.1,3.01,26.62,LEFT,72.8,21.1,51.7,bastion_gauche
9306,74.45,13.94,0.0,11.61,6.97,20.31,0.0,9.48,55.41,34.1,0.45,7.4,57.67,0.0,0.0,0.0,73.35,6.4,2.87,13.86,T1_WIN,82.8,13.7,69.1,bastion_gauche
9307,77.84,11.02,1.31,9.68,9.54,18.21,0.0,7.22,60.82,24.7,6.32,4.8,55.51,0.0,0.0,0.0,75.5,6.81,2.51,11.75,LEFT,84.8,11.8,73.0,bastion_gauche
9308,50.67,0.0,23.61,25.71,7.94,21.71,13.9,19.74,29.78,32.9,21.56,11.67,35.51,0.0,0.0,0.0,48.1,11.74,6.6,28.88,LEFT,57.3,34.7,22.6,bastion_gauche
9309,65.49,15.03,4.38,15.11,8.19,21.54,3.43,11.26,52.23,36.02,0.0,9.47,49.99,0.0,0.0,0.0,66.63,7.48,4.17,18.22,T1_WIN,75.7,19.0,56.7,bastion_gauche
9310,53.99,8.21,17.62,19.25,1.83,20.15,20.07,15.06,34.78,28.64,22.16,11.16,48.63,0.0,0.0,0.0,55.79,8.16,5.65,25.27,T1_WIN,63.8,27.2,36.6,bastion_gauche
9311,63.74,10.44,6.94,18.88,16.67,15.68,3.41,15.81,45.56,28.27,9.86,14.37,53.28,0.0,0.0,0.0,62.18,6.87,2.98,24.1,T1_WIN,71.9,23.1,48.8,bastion_gauche
9312,47.11,12.57,12.88,27.44,3.58,38.33,0.0,21.14,28.46,53.53,0.0,16.79,37.71,0.0,0.0,0.0,47.23,10.08,5.74,32.63,LEFT,58.3,34.2,24.1,bastion_gauche
9401,33.97,18.57,27.97,19.48,8.62,28.74,19.13,14.68,24.58,39.73,25.11,7.98,24.18,0.0,0.0,0.0,42.72,17.7,9.99,25.29,RIGHT,52.9,32.9,20.0,bastion_gauche
9402,60.07,16.04,5.14,18.75,4.79,22.98,6.53,14.06,42.76,33.95,9.96,11.32,45.94,0.0,0.0,0.0,58.08,9.33,4.86,22.9,T1_WIN,71.1,23.1,48.0,bastion_gauche
9403,43.6,26.99,0.0,29.42,1.61,25.52,16.33,19.96,25.96,35.79,21.68,13.56,35.13,0.0,0.0,0.0,44.21,12.06,6.0,32.98,LEFT,59.8,33.5,26.3,bastion_gauche
9404,34.72,32.22,3.67,29.39,2.18,29.93,16.68,20.4,23.18,40.37,22.35,11.28,26.69,0.0,0.0,0.0,40.06,15.55,7.83,31.5,CENTRE,55.1,35.6,19.5,bastion_gauche
9405,38.2,40.0,0.0,21.8,2.06,29.45,20.11,14.65,25.03,37.11,27.66,6.12,27.75,0.0,0.0,0.0,43.46,17.1,9.74,25.18,CENTRE,62.2,27.8,34.4,bastion_gauche
9406,43.03,37.38,3.87,15.72,5.59,44.03,0.0,11.75,30.05,58.71,0.0,4.82,26.99,0.0,0.0,0.0,49.42,17.31,10.38,19.47,CENTRE,66.5,22.8,43.7,bastion_gauche
9407,45.1,0.0,34.64,20.26,2.29,23.77,18.32,13.23,29.75,37.16,23.0,9.18,33.67,0.0,0.0,0.0,49.59,14.71,6.74,24.84,RIGHT,54.8,33.4,21.4,bastion_gauche
9408,37.85,0.0,44.13,18.02,4.12,18.93,37.48,10.36,20.88,33.73,37.41,5.28,25.55,0.0,0.0,0.0,43.58,15.22,11.08,26.04,RIGHT,50.2,34.8,15.4,bastion_gauche
9409,61.86,14.75,4.02,19.37,8.67,20.25,4.22,14.07,49.4,29.25,7.84,10.34,42.19,0.0,0.0,0.0,58.75,10.09,4.49,22.2,T1_WIN,71.8,23.1,48.7,bastion_gauche
9410,65.05,18.51,0.0,15.96,4.17,25.58,0.0,13.32,52.47,30.62,6.6,8.36,46.21,0.0,0.0,0.0,64.83,9.49,3.52,17.64,T1_WIN,76.2,18.7,57.5,bastion_gauche
9411,58.45,22.67,3.53,15.36,7.94,25.4,3.78,12.14,45.36,33.62,11.64,7.66,41.94,0.0,0.0,0.0,62.3,11.84,4.48,17.31,T1_WIN,73.0,20.1,52.9,bastion_gauche
9501,32.28,25.46,6.2,36.02,6.65,23.78,11.95,28.41,25.85,35.93,19.62,15.31,25.44,0.0,0.0,0.0,36.34,13.25,6.84,37.87,FAR_RIGHT,49.3,42.2,7.1,bascule_probable
9502,34.36,25.35,6.25,31.25,7.01,28.79,8.68,24.93,25.32,35.46,24.45,12.49,26.93,0.0,0.0,0.0,38.8,13.89,7.04,35.34,LEFT,51.3,37.4,13.9,bascule_probable
9503,38.4,23.52,7.55,28.9,6.3,28.37,12.2,23.03,25.7,40.14,16.73,11.52,28.22,0.0,0.0,0.0,42.04,13.56,7.1,32.34,LEFT,54.6,35.3,19.3,bastion_gauche
9504,39.84,27.89,5.95,26.22,7.86,29.03,12.51,18.65,24.14,43.15,17.01,11.3,29.07,0.0,0.0,0.0,42.81,15.31,7.73,29.31,CENTRE,58.2,32.7,25.5,bastion_gauche
